CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
1788990,369.4,C20H23N3O4,71.1,1.4,27,1,4,3,COC1=CC(=C(C=C1)NC(=O)N2CC3CC(C2)C4=CC=CC(=O)N4C3)OC,0,1
1788522,413.4,C16H11N7O5S,207,3.6,29,2,9,3,C1=CC(=CC(=C1)[N+](=O)[O-])N=NC2=C(NN(C2=O)C(=S)N)C3=CC=C(C=C3)[N+](=O)[O-],0,1
1788422,289.4,C15H19N3OS,67.7,1.8,20,1,3,2,CN1CCN(CC1)C(=S)NC(=O)C=CC2=CC=CC=C2,0,1
1787636,381.8,C16H16ClN3O4S,113,1.8,25,3,5,7,C1=CC=C(C=C1)NC(=O)CCC(=O)NNS(=O)(=O)C2=CC=C(C=C2)Cl,0,1
1784152,312.5,C12H20N6S2,119,1,20,2,4,7,CCN1C(=NNC1=S)CCCCC2=NNC(=S)N2CC,0,1
1784120,484.4,C19H19Cl2N5O2S2,136,4.9,30,1,7,11,C=CCN1C(=NN=C1SCC(=O)NC2=NC=CS2)CCCOC3=C(C=C(C=C3)Cl)Cl,0,1
1782803,323.4,C19H21N3O2,54.3,2.6,24,1,2,4,CCN1C(=CC(=C1C)C=C2C(=O)N(C(=O)N2)CC3=CC=CC=C3)C,0,1
1782673,248.28,C13H16N2O3,58.3,2.3,18,0,4,2,CC1=C(C=CC(=C1)N2CCOCC2)C=C[N+](=O)[O-],0,1
1782309,407.8,C21H14ClN3O4,91.6,3.4,29,2,4,4,C1=CC(=CC(=C1)Cl)N2C(=O)C(=CC3=CC=CN3C4=CC=C(C=C4)C(=O)O)NC2=O,0,1
1781630,371.5,C19H21N3OS2,98.2,3.9,25,1,5,5,CCCSC1=NC2=C(C3=C(S2)CN(CC3)CC4=CC=CC=C4)C(=O)N1,0,1
1781289,433.5,C24H19NO5S,109,5,31,1,6,6,CCN1C(=O)C(=CC2=C(C=CC3=CC=CC=C32)OCC4=CC=C(C=C4)C(=O)O)SC1=O,0,1
1780811,466.8,C23H15ClN2O7,126,3.6,33,2,7,6,COC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)C4=CC(=C(C=C4)Cl)C(=O)O)C(=O)N2,0,1
1779137,379.8,C21H18ClN3O2,53,4.5,27,0,2,4,CCCCN1C(=O)C2=CC3=CC=CC=C3N(C2=NC1=O)C4=CC=C(C=C4)Cl,0,1
1778831,301.8,C15H12ClN3S,56,4.6,20,0,3,4,C1=CC=C(C=C1)N2C=NC(=N2)SCC3=CC(=CC=C3)Cl,0,1
1778296,369.4,C19H19N3O3S,83.6,3.1,26,0,6,3,CN1C(=O)C(=CC2=CC=CO2)SC1=NC3=CC=C(C=C3)N4CCOCC4,0,1
1777758,555,C30H23ClN4O3S,98.8,7.3,39,0,6,6,COC1=CC=C(C=C1)N=C2C(=NC3=CC=C(C=C3)OC)N(C(=S)N2C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)Cl,0,1
1777233,331.2,C10H7BrN2O2S2,110,2.5,17,1,4,1,CN1C(=O)C(=CC2=CC=C(S2)Br)C(=O)NC1=S,0,1
1776706,435.5,C18H13NO6S3,179,4,28,1,9,7,COC1=C(C=CC(=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O)OC(=O)C3=CC=CS3,0,1
1775727,373.4,C23H19NO4,48,4.2,28,0,5,3,COC1=CC=CC=C1CN2CC3=C(C=CC4=C3OC(=O)C5=CC=CC=C45)OC2,0,1
1775325,403.4,C24H21NO5,57.2,4.2,30,0,6,4,COC1=C(C=C(C=C1)CN2CC3=C(C=CC4=C3OC(=O)C5=CC=CC=C45)OC2)OC,0,1
1774756,385.5,C19H15NO4S2,124,4,26,1,6,6,C1=CC=C(C=C1)CN2C(=O)C(=CC3=CC(=CC=C3)OCC(=O)O)SC2=S,0,1
1774540,377.8,C22H16ClNO3,38.8,4.8,27,0,4,2,C1C2=C(C=CC3=C2OC(=O)C4=CC=CC=C34)OCN1CC5=CC(=CC=C5)Cl,0,1
1774431,408.4,C24H16N4O3,137,3.2,31,2,7,3,CC1=C(C2=C(C1=CC3=CC=C(O3)C4=CC=CC=C4C(=O)O)C(=C(C(=N2)N)C#N)C)C#N,0,1
1772300,285.4,C18H23NO2,29.5,3.3,21,0,3,3,CC(C)C1=CC2=C(C=C1)OC(=O)C=C2CN3CCCCC3,0,1
1772270,213.35,C10H19N3S,68.5,3.3,14,2,1,7,CCCCCCCCC1=NC(=S)NN1,0,1
1770699,383.19,C15H15BrN2O5,105,1.9,23,3,5,7,C1=COC(=C1)C=C(C(=O)NCCCO)NC(=O)C2=CC=C(O2)Br,0,1
1769642,407.4,C23H21NO6,102,3.3,30,2,6,6,CC1=CC2=C(C3=C(CCC3)C(=O)O2)C(=C1)OCC(=O)NC(C4=CC=CC=C4)C(=O)O,0,1
1769310,377.8,C22H16ClNO3,38.8,4.8,27,0,4,2,C1C2=C(C=CC3=C2OC(=O)C4=CC=CC=C34)OCN1CC5=CC=C(C=C5)Cl,0,1
1769250,429.5,C24H31NO6,102,4,31,2,6,9,CCCCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)NCC3CCC(CC3)C(=O)O,0,1
1769004,389.9,C18H12ClNO3S2,117,5,25,1,6,5,C1=CC=C(C(=C1)CSC2=NC(=CC3=CC=C(C=C3)C(=O)O)C(=O)S2)Cl,0,1
1768080,253.4,C11H15N3S2,88,3.3,16,1,3,4,CCCCN1C(=NNC1=S)C2=C(C=CS2)C,0,1
1768039,237.32,C11H15N3OS,72.9,2.4,16,1,3,4,CCCCN1C(=NNC1=S)C2=C(OC=C2)C,0,1
1767997,289.4,C14H15N3S2,88,3.9,19,1,3,4,CCCCN1C(=NNC1=S)C2=CSC3=CC=CC=C32,0,1
1767991,406.5,C18H22N4O3S2,144,3.9,27,2,6,6,CCCOC1=CC=C(C=C1)C(=O)NC(=S)NC2=NC(=C(S2)C(=O)N(C)C)C,0,1
1767887,281.4,C13H19N3S2,88,3.8,18,1,3,6,CCCCN1C(=NNC1=S)C2=CSC(=C2)CCC,0,1
1767864,223.3,C10H13N3OS,72.9,2.3,15,1,3,4,CCCCN1C(=NNC1=S)C2=CC=CO2,0,1
1767629,377.8,C22H16ClNO3,38.8,4.8,27,0,4,2,C1C2=C(C=CC3=C2OC(=O)C4=CC=CC=C34)OCN1CC5=CC=CC=C5Cl,0,1
1767613,281.4,C13H19N3S2,88,3.7,18,1,3,5,CCCCN1C(=NNC1=S)C2=CSC(=C2)C(C)C,0,1
1767363,380.5,C20H20N4O2S,107,3.4,27,3,4,4,CCNC(=S)NNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC(=CC=C3)OC,0,1
1767302,267.4,C12H17N3S2,88,3.4,17,1,3,5,CCCCN1C(=NNC1=S)C2=CSC(=C2)CC,0,1
1765923,454.5,C26H30O7,72.4,4.9,33,0,7,8,COC1=CC(=C(C=C1C=C2CCCC(=CC3=CC(=C(C=C3OC)OC)OC)C2=O)OC)OC,0,1
1765449,326.3,C18H14O6,86,2.7,24,1,6,4,C1CC2=C(C1)C(=O)OC3=C2C=CC(=C3)OCC4=CC=C(O4)C(=O)O,0,1
1764811,395.5,C25H21N3O2,67.5,5,30,1,4,5,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN=CC=CC4=CC=CO4)C,0,1
1761889,370.4,C19H18N2O6,110,3.2,27,3,6,6,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=C(NC3=CC=CC=C32)C(=O)O,0,1
1761880,276.4,C13H12N2OS2,86.2,2.6,18,0,4,2,CN1C(=O)C2=C(N=C1SCC#C)SC3=C2CCC3,0,1
1759521,443.5,C23H25NO6S,131,3.3,31,2,7,7,CC1=C(C(=O)OC2=CC3=C(C=C12)C4=C(O3)CCCC4)CC(=O)NC(CCSC)C(=O)O,0,1
1758310,369.2,C14H10Cl2N4O2S,115,3.3,23,3,4,2,C1=CC(=CN=C1)C(=O)NC(=S)NNC(=O)C2=C(C=C(C=C2)Cl)Cl,0,1
1758093,414.4,C26H22O5,65.7,5.2,31,0,5,5,CC1=CC=CC=C1C(=O)OC2=CC(=CC(=O)C3=C(OC(=C23)C)C)C4=CC=C(C=C4)OC,0,1
1754921,434.9,C25H19ClO5,65.7,5.5,31,0,5,5,CC1=C2C(=CC(=CC(=O)C2=C(O1)C)C3=CC=C(C=C3)OC)OC(=O)C4=CC(=CC=C4)Cl,0,1
1754405,372.5,C12H16N6O2S3,192,0.8,23,2,9,8,CC1=NN=C(S1)NC(=O)CCSCCC(=O)NC2=NN=C(S2)C,0,1
1753388,414.4,C26H22O5,65.7,5.2,31,0,5,6,CCOC1=CC=C(C=C1)C2=CC(=O)C3=C(OC(=C3C(=C2)OC(=O)C4=CC=CC=C4)C)C,0,1
1752641,361.4,C17H19N3O4S,125,3.9,25,3,5,6,CCCC1=CC=C(C=C1)OCC(=O)NNC(=S)NC(=O)C2=CC=CO2,0,1
1752606,272.4,C8H20N2O4S2,109,-0.1,16,2,6,9,CS(=O)(=O)NCCCCCCNS(=O)(=O)C,0,1
1752111,256.29,C12H8N4OS,96,1.7,18,1,5,2,C1=CC=C2C(=C1)N=C(S2)NC(=O)C3=NC=CN=C3,0,1
1750903,293.39,C14H19N3O2S,78.6,1.2,20,1,3,4,CC1=CC(=C(N1CCOC)C)C=C2C(=O)N(C(=S)N2)C,0,1
1750391,408.4,C18H20N2O7S,121,1.4,28,2,8,7,COC1=C(C=C(C=C1)S(=O)(=O)NCC(=O)NC2=CC3=C(C=C2)OCCO3)OC,0,1
1749548,393.4,C16H19N5O5S,160,3.6,27,1,8,6,CC(C)OC(=O)C1=C(SC2=C1CCCC2)NC(=O)CN3C=NC(=N3)[N+](=O)[O-],0,1
1748534,399.5,C21H21NO3S2,112,6.2,27,1,5,6,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=C(C(=CS2)C3=CC=CS3)C(=O)OC,0,1
1745706,416.5,C25H28N4O2,59.6,2.2,31,1,3,2,CC1=CC2=C(C=C1)NC3=C2CN(CC3)C(=O)CN4CC5CC(C4)C6=CC=CC(=O)N6C5,0,1
1745680,371.4,C19H18FN3O2S,84.7,2.1,26,1,4,1,C1C2CN(CC1C3=CC=CC(=O)N3C2)C(=S)NC(=O)C4=CC=C(C=C4)F,0,1
1745135,235.31,C11H13N3OS,80,1.3,16,2,3,4,C1=CC=C(C=C1)C2=NNC(=S)N2CCCO,0,1
1745119,350.21,C16H16BrNO3,46.6,3.2,21,0,3,4,C1CCC2=C(C1)C(=O)N(C2=O)C3=CC(=CC=C3)OCCBr,0,1
1745051,418,C26H28ClN3,11.4,5.4,30,0,2,5,CCN1C2=C(C=C(C=C2)CN3CCN(CC3)CC4=CC=CC=C4Cl)C5=CC=CC=C51,0,1
1745029,462.4,C26H28BrN3,11.4,5.5,30,0,2,5,CCN1C2=C(C=C(C=C2)CN3CCN(CC3)CC4=CC=C(C=C4)Br)C5=CC=CC=C51,0,1
1744998,401.5,C26H28FN3,11.4,4.9,30,0,3,5,CCN1C2=C(C=C(C=C2)CN3CCN(CC3)CC4=CC=CC=C4F)C5=CC=CC=C51,0,1
1744577,354.5,C17H26N2O4S,104,3.8,24,1,5,9,CCCCC(=O)NC1=C(C(=C(S1)C(=O)N(CC)CC)C)C(=O)OC,0,1
1743846,290.77,C11H15ClN2O3S,96.5,2.3,18,1,5,7,CCOC(=O)C1=C(N=C(S1)NC(=O)CCCCl)C,0,1
1743009,365.4,C15H19N5O4S,164,2.5,25,2,6,5,CCC1=C(SC(=C1C(=O)N)NC(=O)CN2C(=C(C(=N2)C)[N+](=O)[O-])C)C,0,1
1742917,326.4,C12H10N2O5S2,162,2.6,21,2,7,3,CCOC1=C(C=CC(=C1[N+](=O)[O-])C=C2C(=O)NC(=S)S2)O,0,1
1742630,322.4,C20H22N2O2,55.1,4.6,24,1,3,7,CCCCCCNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CO3,0,1
1742161,364.4,C21H20N2O4,95.5,2.8,27,3,4,8,C1=CC=C(C=C1)C=CC=C(C(=O)NCCC(=O)O)NC(=O)C2=CC=CC=C2,0,1
1742045,304.4,C20H20N2O,33.3,5.4,23,2,3,4,CCCOC1=CC=C(C=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2,0,1
1741697,462,C22H24ClN3O4S,93,4.6,31,1,7,8,C1COCCN1CCCNC2=C(N=C(O2)C3=CC=C(C=C3)Cl)S(=O)(=O)C4=CC=CC=C4,0,1
1740950,469.6,C27H23N3O3S,120,6.7,34,1,6,6,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=C(C(=C(S4)C(=O)OC(C)C)C)C#N,0,1
1740802,250.36,C13H18N2OS,81.1,4.1,17,1,3,5,CCCCCC(=O)NC1=C(C(=C(S1)C)C)C#N,0,1
1740747,363.3,C15H13N3O6S,173,2.6,25,2,7,5,CC1=C(SC(=C1C(=O)N)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC,0,1
1740663,316.23,C13H8N4O6,144,2.2,23,0,8,2,CC1=C(C=CO1)C2=NN=C(O2)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],0,1
1738458,481.6,C29H39NO5,65.099,4.3,35,0,6,7,CC1(CC2=C(C(C3=C(N2CCCOC)CC(CC3=O)(C)C)C4=CC(=C(C=C4)OC)OC)C(=O)C1)C,0,1
1737190,396.4,C19H16N4O4S,129,1.6,28,2,6,4,C1CN2C(=O)C(=CC3=CC=C(O3)CNC(=O)C(=O)NC4=CC=CC=C4)SC2=N1,0,1
1737055,466.5,C25H26N2O7,115,4,34,1,8,9,CCOC(=O)C(=O)NCC1=CC=C(O1)C=C2C(=O)C(=C(N2C3=CC(=C(C=C3)C)C)C)C(=O)OC,0,1
1736965,462.5,C27H30N2O5,84.9,4.5,34,1,5,10,CCOC(=O)C1=C(N(C(=O)C1=CC2=CC=C(C=C2)OCC(=O)NC3=CC=CC=C3)CC(C)C)C,0,1
1736409,370.27,C14H16BrN3O2S,90,2.3,21,1,4,2,CC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)CCBr,0,1
1736341,316.3,C20H12O4,64.4,3.4,24,0,4,2,CC1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,0,1
1735846,500.6,C24H19F3N4OS2,132,6.3,34,1,9,4,C1CCC2=C(C1)C(=C(S2)NC(=O)CSC3=NC4=C(CCC5=CC=CC=C54)C(=N3)C(F)(F)F)C#N,0,1
1735105,253.3,C11H8FNOS2,80,3.5,16,0,5,2,CSC1=NC(=CC2=CC=CC=C2F)C(=O)S1,0,1
1734492,465.6,C26H31N3O3S,91.1,6.1,33,2,6,8,CN(C)C1=CC=C(C=C1)CNC2=C(C3=C(S2)CCCC3)C(=O)NC4=C(C=CC(=C4)OC)OC,0,1
1734123,316.4,C11H12N2O3S3,144,2,19,1,7,3,CN1CCSC1=CC=C2C(=O)N(C(=S)S2)CC(=O)O,0,1
1734121,286.4,C11H14N2OS3,106,2.8,17,0,5,2,CCN1C(=O)C(=CC=C2N(CCS2)C)SC1=S,0,1
1734120,272.4,C10H12N2OS3,106,2.4,16,0,5,1,CN1CCSC1=CC=C2C(=O)N(C(=S)S2)C,0,1
1734111,314.4,C16H14N2OS2,80.9,3.7,21,0,4,2,CN1C=CC=CC1=C2C(=O)N(C(=S)S2)CC3=CC=CC=C3,0,1
1733898,474.6,C23H18N6O2S2,152,3.5,33,1,8,8,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=NC=C5,0,1
1733385,448.5,C17H16N6O3S3,195,2.2,29,3,9,6,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=NC=C3,0,1
1733268,445.4,C17H18Cl2N4O2S2,113,3.6,27,1,6,4,CN1CCN(CC1)NC(=O)CN2C(=O)C(=CC3=C(C=CC=C3Cl)Cl)SC2=S,0,1
1732661,442.5,C21H18N2O5S2,153,3.8,30,2,7,7,COC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC=C3C(=O)O,0,1
1731145,313.4,C17H19N3OS,58.9,3.1,22,0,3,1,CCN1C2=C(C=CC1=C3C(=O)N(C(=S)N3C)C)C=C(C=C2)C,0,1
1730305,339.4,C19H17NO3S,73.2,4.4,24,0,4,4,CC1=CC=C(C=C1)C2=NC(=O)C(=CC3=CC(=C(C=C3)OC)OC)S2,0,1
1730304,339.4,C19H17NO3S,73.2,4.4,24,0,4,4,CC1=CC=C(C=C1)C2=NC(=O)C(=CC3=CC(=C(C=C3)OC)OC)S2,0,1
1729040,429.4,C23H15N3O4S,129,3.6,31,1,6,5,C1=CC=C(C(=C1)CN2C(=O)C(=CC3=CC=CN3C4=CC=CC(=C4)C(=O)O)SC2=O)C#N,0,1
1728957,477.9,C25H20ClN3O5,109,4,34,2,5,5,CC1=CC(=C(N1C2=CC(=C(C=C2)Cl)C(=O)O)C)C=C3C(=O)NC(=O)N(C3=O)CC4=CC=CC=C4,0,1
1728361,415.3,C15H19BrN4O3S,115,1.8,24,3,5,4,C1COCCN1CCC(=O)NNC(=S)NC(=O)C2=CC=C(C=C2)Br,0,1
1728359,413.3,C16H21BrN4O2S,106,3,24,3,4,4,C1CCN(CC1)CCC(=O)NNC(=S)NC(=O)C2=CC=C(C=C2)Br,0,1
1728356,453.3,C16H13BrN4O5S,157,3.7,27,3,6,4,C1=CC(=CC=C1C(=O)NC(=S)NNC(=O)COC2=CC=C(C=C2)[N+](=O)[O-])Br,0,1
1728353,336.4,C15H20N4O3S,115,1.1,23,3,5,4,C1COCCN1CCC(=O)NNC(=S)NC(=O)C2=CC=CC=C2,0,1
1728350,251.31,C11H13N3O2S,102,1.9,17,3,3,2,CCC(=O)NNC(=S)NC(=O)C1=CC=CC=C1,0,1
1728349,237.28,C10H11N3O2S,102,1.5,16,3,3,1,CC(=O)NNC(=S)NC(=O)C1=CC=CC=C1,0,1
1728348,344.23,C12H14BrN3O2S,94.5,2.5,19,3,3,5,C=CCNC(=S)NNC(=O)COC1=CC=C(C=C1)Br,0,1
1728318,346.2,C11H12BrN3O3S,112,2.2,19,3,4,3,CC(=O)NC(=S)NNC(=O)COC1=CC=C(C=C1)Br,0,1
1728317,312.3,C11H12N4O5S,157,1.3,21,3,6,3,CC(=O)NC(=S)NNC(=O)COC1=CC=C(C=C1)[N+](=O)[O-],0,1
1728308,316.18,C10H10BrN3O2S,102,2.2,17,3,3,1,CC(=O)NC(=S)NNC(=O)C1=CC=C(C=C1)Br,0,1
1728285,276.32,C12H12N4O2S,126,1.7,19,3,4,2,CC1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)CC#N,0,1
1728284,357.4,C18H19N3O3S,112,3.9,25,3,4,4,CC1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)COC2=CC=CC=C2C,0,1
1728283,388.4,C17H16N4O5S,157,3.4,27,3,6,4,CC1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)COC2=CC=C(C=C2)[N+](=O)[O-],0,1
1728277,293.39,C14H19N3O2S,102,3.2,20,3,3,4,CCCCC(=O)NNC(=S)NC(=O)C1=CC=C(C=C1)C,0,1
1728273,323.4,C15H21N3O3S,112,3.2,22,3,4,6,CCCCOC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)CC,0,1
1728272,309.39,C14H19N3O3S,112,2.8,21,3,4,5,CCCOC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)CC,0,1
1728254,289.27,C9H11N3O6S,139,0.1,19,2,7,5,COCC(=O)NNS(=O)(=O)C1=CC=CC=C1[N+](=O)[O-],0,1
1727782,447.4,C24H18FN3O5,109,3.5,33,2,6,4,CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)O)C)C=C3C(=O)NC(=O)N(C3=O)C4=CC=C(C=C4)F,0,1
1725587,303.31,C15H17N3O4,75,1.1,22,1,5,4,C=CCN1C(=O)C(=CC2=CC=C(O2)N3CCOCC3)NC1=O,0,1
1725541,382.5,C20H22N4O2S,89.7,2.4,27,1,3,3,CN1C(=O)C(=CC2=CN(C3=CC=CC=C32)CC(=O)N4CCCCC4)NC1=S,0,1
1725048,340.3,C18H16N2O5,93.7,2.3,25,2,5,2,CC1(OC(=CC(=CC=C2C(=O)NC(=O)NC2=O)O1)C3=CC=CC=C3)C,0,1
1725045,372.4,C17H12N2O4S2,147,3.4,25,3,6,2,C1=CC=C(C=C1)C(=O)NN2C(=O)C(=CC3=CC(=C(C=C3)O)O)SC2=S,0,1
1724694,440.5,C15H12N4O6S3,196,2.2,28,2,10,6,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,0,1
1723513,330.33,C17H18N2O5,85.5,2.9,24,1,6,6,COC1=CC=CC=C1CCNCC2=CC3=C(C=C2[N+](=O)[O-])OCO3,0,1
1722667,359.17,C16H11BrN2O3,69.6,3.2,22,2,3,2,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=C(C=C3)O)C(=O)N2,0,1
1722251,300.79,C12H21ClN6O,83,3.3,20,2,6,7,CCCCN(C1=NC(=NC(=N1)NC(C)C)Cl)NC(=O)C,0,1
1721956,383.2,C19H15BrN2O2,47.2,4.9,24,1,2,3,CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)C4=CC=CC=C41,0,1
1721253,286.35,C14H14N4OS,89,3,20,1,5,5,CC1=CC=C(C=C1)OCCSC2=NC=NC3=C2NC=N3,0,1
1721191,456.5,C22H20N2O5S2,153,4.2,31,2,7,8,COC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=CC=C3C(=O)O,0,1
1720714,441.8,C21H16ClN3O6,130,4.8,31,1,6,6,C1=CC(=CC(=C1)Cl)NC(=O)CCC2=CC=C(C=C2)OC3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],0,1
1720712,389.4,C18H16NO5PS,90.1,4,26,1,6,7,C1=CC=C(C=C1)OP(=O)(NS(=O)(=O)C2=CC=CC=C2)OC3=CC=CC=C3,0,1
1720697,378.4,C16H14N2O7S,144,2,26,1,8,8,C1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)[N+](=O)[O-],0,1
1718953,337.33,C15H19N3O6,146,-0.2,24,4,7,10,C1=CC(=NC(=C1)C(=O)NCCCC(=O)O)C(=O)NCCCC(=O)O,0,1
1718389,311.4,C13H17N3O2S2,145,2.3,20,3,4,4,CCCC(=O)NC(=S)NC1=C(C2=C(S1)CCC2)C(=O)N,0,1
1718335,324.5,C16H24N2OS2,104,4.8,21,1,4,6,CCCCCCSC1=C(C(=O)NC2(S1)CCCCC2)C#N,0,1
1718175,343.28,C14H19BrN2OS,73.2,4.6,19,2,2,4,CCCCC(=O)NC(=S)NC1=C(C=C(C=C1C)Br)C,0,1
1718169,355.5,C19H21N3O2S,102,4.1,25,3,3,6,CCCCC(=O)NC(=S)NC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2,0,1
1718167,335.5,C17H25N3O2S,85.7,3.5,23,2,4,6,CCCCCC(=O)NC(=S)NC1=CC=C(C=C1)N2CCOCC2,0,1
1718048,308.29,C17H12N2O4,67.9,2.6,23,1,4,2,C1OC2=C(O1)C=C(C=C2)C=C3C(=O)NN(C3=O)C4=CC=CC=C4,0,1
1717938,367.3,C18H13N3O6,122,2.5,27,1,6,3,COC1=CC=C(C=C1)N2C(=O)C(=CC3=CC=CC=C3[N+](=O)[O-])C(=O)NC2=O,0,1
1717930,360.3,C14H8N4O6S,183,3.1,25,2,8,3,C1=CC=C2C(=C1)NC(=N2)SC3=C(C=C(C=C3[N+](=O)[O-])C(=O)O)[N+](=O)[O-],0,1
1717810,262.26,C13H14N2O4,95.5,0.6,19,3,4,5,CC1=CC=C(C=C1)NC(=O)C=CC(=O)NCC(=O)O,0,1
1717763,475.6,C24H18FN5OS2,145,5.3,33,1,8,7,CCC1=NN=C(S1)NC(=O)CSC2=C(C(=CC(=N2)C3=CC=C(C=C3)F)C4=CC=CC=C4)C#N,0,1
1717228,355.4,C17H13N3O2S2,123,4.4,24,1,6,3,CN1C(=O)C(=CC2=C(C=CC(=C2)N=NC3=CC=CC=C3)O)SC1=S,0,1
1717227,355.4,C17H13N3O2S2,123,4.4,24,1,6,3,CN1C(=O)C(=CC2=C(C=CC(=C2)N=NC3=CC=CC=C3)O)SC1=S,0,1
1716838,498.8,C17H9ClF6N4O3S,128,6.9,32,2,12,4,C1=CC=C(C(=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-])Cl,0,1
1716436,247.67,C13H10ClNO2,46.2,3.4,17,1,3,3,C=CCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl,0,1
1715542,300.4,C17H16OS2,73.6,4.7,20,0,3,2,CC1CC(=CC2=CC=CS2)C(=O)C(=CC3=CC=CS3)C1,0,1
1715432,380.5,C22H20O2S2,84.7,5.6,26,0,4,5,CC1=CC=C(C=C1)C(=O)C(=C2SCCCS2)C(=O)C=CC3=CC=CC=C3,0,1
1715236,264.3,C18H16O2,34.1,3.9,20,0,2,4,CC1=CC=C(C=C1)C(=O)C=CC(=O)C2=CC=C(C=C2)C,0,1
1714948,316.4,C16H16N2OS2,80.9,4.1,21,0,4,2,CCN1C(=C2C(=O)N(C(=S)S2)CC)C=CC3=CC=CC=C31,0,1
1714722,403.4,C19H18NO5PS,90.1,4.3,27,1,6,7,CC1=CC=C(C=C1)S(=O)(=O)NP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,0,1
1714069,326.1,C12H8BrNO5,92.7,2.4,19,2,5,4,C1=COC(=C1)C=C(C(=O)O)NC(=O)C2=CC=C(O2)Br,0,1
1714051,225.31,C11H15NO2S,80.6,3.2,15,1,4,4,CCCOC(=O)C1=C(SC2=C1CCC2)N,0,1
1713148,190.27,C10H10N2S,67.9,1.5,13,1,2,0,C1CCC2=C(C1)C=C(C(=S)N2)C#N,0,1
1713079,234.36,C11H22O3S,73.6,2.2,15,1,4,10,CCCCCCCCS(=O)CCC(=O)O,0,1
1713055,342.19,C13H16BrN3O3,87.3,2.6,20,3,3,2,CC(C)(C)NC(=O)C(=O)NNC(=O)C1=CC=CC=C1Br,0,1
1712853,277.27,C14H15NO5,66.4,1.8,20,0,6,4,CC1=NC(=CC2=CC(=C(C(=C2)OC)OC)OC)C(=O)O1,0,1
1711910,258.24,C12H13F3N2O,32.299,3.5,18,1,6,4,CN(C)C1=CC=C(C=C1)NC=CC(=O)C(F)(F)F,0,1
1711905,409,C16H13ClN4OS3,152,4.7,25,3,5,4,C1=CC=C2C(=C1)N=C(S2)SCC(=O)NNC(=S)NC3=CC=C(C=C3)Cl,0,1
1711484,252.27,C10H9FN4OS,110,2,17,2,6,4,C1=CC(=CC=C1C(=O)CSC2=NNC(=N2)N)F,0,1
1705641,285.17,C9H9BrN4S,92.9,2.7,15,2,4,3,C1=CC(=CC(=C1)Br)CSC2=NNC(=N2)N,0,1
1695868,242.23,C14H10O4,48.7,2.3,18,0,4,2,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CO3,0,1
1695600,295.29,C17H13NO4,78.6,2.9,22,1,4,4,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)OCC(=O)N,0,1
